time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-08T15:45:46.370Z,38.7623329,-122.7393341,2.06,1.06,md,12,117,0.01042,0.04,nc,nc72522146,2015-09-08T15:47:19.690Z,"2km SE of The Geysers, California",earthquake
2015-09-08T15:43:02.780Z,38.755,-122.7213333,3.58,0.32,md,12,112,0.007138,0.03,nc,nc72522141,2015-09-08T23:39:00.320Z,"3km SE of The Geysers, California",earthquake
2015-09-08T15:35:59.000Z,19.0508,-64.1865,54,3.2,Md,5,316.8,0.34764801,0.38,pr,pr15251006,2015-09-08T23:38:43.715Z,"83km NNE of Road Town, British Virgin Islands",earthquake
2015-09-08T15:31:01.000Z,63.0768,-151.5767,13.3,1.1,ml,,,,0.76,ak,ak11696043,2015-09-08T15:42:38.893Z,"112km NW of Talkeetna, Alaska",earthquake
2015-09-08T15:26:17.590Z,38.8223343,-122.7815018,1.88,0.49,md,11,64,0.009084,0.04,nc,nc72522131,2015-09-08T15:27:54.550Z,"5km W of Cobb, California",earthquake
2015-09-08T15:26:12.090Z,44.6401667,-111.0776667,7.38,0.92,ml,11,102,0.038,0.11,uu,uu60122572,2015-09-08T16:46:08.410Z,"3km SE of West Yellowstone, Montana",earthquake
2015-09-08T15:25:27.780Z,38.8186684,-122.7798309,1.6,1.98,md,33,39,0.0141,0.04,nc,nc72522126,2015-09-08T15:27:04.490Z,"4km W of Cobb, California",earthquake
2015-09-08T15:20:48.820Z,49.0681,154.6154,56.09,4.5,mb,,98,4.487,0.71,us,us20003ha0,2015-09-08T23:23:25.573Z,"209km SSW of Severo-Kuril'sk, Russia",earthquake
2015-09-08T15:19:56.930Z,38.8353348,-122.8033371,2.68,0.97,md,21,75,0.0106,0.03,nc,nc72522121,2015-09-08T15:21:29.520Z,"7km WNW of Cobb, California",earthquake
2015-09-08T14:58:47.602Z,38.6521,-118.7985,5.6,1.15,ml,10,115.5,0.197,0.1291,nn,nn00509665,2015-09-08T16:27:37.885Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T14:44:51.000Z,17.9988,-65.3715,13,2.7,Md,5,226.8,0.19762936,0.12,pr,pr15251004,2015-09-08T22:47:40.189Z,"15km SE of Esperanza, Puerto Rico",earthquake
2015-09-08T14:42:51.040Z,44.8003333,-110.9998333,8.55,1.02,ml,13,164,0.041,0.12,uu,uu60122567,2015-09-08T16:41:27.980Z,"17km NNE of West Yellowstone, Montana",earthquake
2015-09-08T14:28:36.200Z,46.0085,-122.815,20.758,0.84,md,13,127,0.1481,0.11,uw,uw61076306,2015-09-11T17:57:44.460Z,"2km E of Kalama, Washington",earthquake
2015-09-08T14:22:07.420Z,37.6006667,-118.7776667,7.8,0.7,md,15,213,0.04222,0.04,nc,nc72522116,2015-09-08T22:28:45.940Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-09-08T14:10:46.740Z,44.4566667,-110.8486667,6.48,0.61,md,7,120,0.011,0.15,uu,uu60122562,2015-09-08T20:21:21.510Z,"1km WSW of Old Faithful Geyser, Wyoming",earthquake
2015-09-08T14:10:03.410Z,38.8419991,-122.8388367,2.29,0.7,md,13,96,0.004294,0.02,nc,nc72522111,2015-09-08T14:11:38.940Z,"10km WNW of Cobb, California",earthquake
2015-09-08T14:09:10.570Z,33.497,-116.4861667,15.816,0.7,ml,24,77,0.05697,0.16,ci,ci37239367,2015-09-08T17:51:13.738Z,"18km ESE of Anza, California",earthquake
2015-09-08T14:02:52.880Z,47.6785,-113.7888333,5.97,-0.68,md,3,259,0.221,0.05,mb,mb80097044,2015-09-08T17:41:03.220Z,"26km ENE of Pablo, Montana",earthquake
2015-09-08T14:00:30.786Z,38.6586,-118.7971,10.7536,1.1,ml,8,100.52,0.217,0.1344,nn,nn00509779,2015-09-09T02:40:05.723Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T13:55:40.368Z,40.0513,-119.6928,18.6789,0.47,ml,4,254.87,0.147,0.0588,nn,nn00509778,2015-09-09T02:39:58.656Z,"44km N of Spanish Springs, Nevada",earthquake
2015-09-08T13:54:37.000Z,57.0503,-157.0051,5.7,3.1,ml,,,,0.86,ak,ak11695983,2015-09-08T21:57:20.033Z,"139km NE of Chignik Lake, Alaska",earthquake
2015-09-08T13:47:50.100Z,38.8381653,-122.8381653,2.69,0.18,md,8,103,0.002134,0.02,nc,nc72522101,2015-09-08T13:49:23.800Z,"9km NW of The Geysers, California",earthquake
2015-09-08T13:47:11.500Z,19.7635,-68.0447,16,3.3,Md,8,295.2,1.28279423,0.15,pr,pr15251003,2015-09-08T21:49:53.344Z,"136km NNE of Punta Cana, Dominican Republic",earthquake
2015-09-08T13:45:01.410Z,38.836834,-122.838501,2.65,1.65,md,31,55,0.002935,0.04,nc,nc72522096,2015-09-08T13:46:38.770Z,"9km NW of The Geysers, California",earthquake
2015-09-08T13:41:27.860Z,33.5255,-116.7351667,4.196,1.09,ml,41,43,0.03983,0.17,ci,ci37239351,2015-09-08T17:51:52.630Z,"7km WSW of Anza, California",earthquake
2015-09-08T13:40:20.850Z,46.5446667,-121.745,1.249,0.52,md,12,141,0.09355,0.12,uw,uw61076291,2015-09-11T17:55:06.290Z,"8km SW of Packwood, Washington",earthquake
2015-09-08T13:40:01.530Z,35.732,-84.7281667,20.77,2.18,md,11,123,0.3148,0.11,se,se60089122,2015-09-08T14:55:06.356Z,"12km ENE of Spring City, Tennessee",earthquake
2015-09-08T13:36:20.420Z,37.667,-121.996,10.45,1.53,md,35,57,0.0247,0.08,nc,nc72522091,2015-09-10T20:51:16.411Z,"4km ESE of Fairview, California",earthquake
2015-09-08T13:35:43.036Z,41.8566,-119.6486,9.3685,1.57,ml,8,179.88,0.147,0.1962,nn,nn00509727,2015-09-09T02:38:38.496Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-08T13:19:53.460Z,35.5961667,-118.3791667,1.782,0.63,ml,13,99,0.1012,0.13,ci,ci37239343,2015-09-08T17:51:34.939Z,"9km ESE of Lake Isabella, California",earthquake
2015-09-08T13:11:52.230Z,33.4585,-116.4366667,14.122,0.51,ml,27,108,0.06537,0.18,ci,ci37239335,2015-09-08T17:51:37.973Z,"23km NNW of Borrego Springs, California",earthquake
2015-09-08T13:11:48.271Z,38.6605,-118.7894,11.2246,0.82,ml,8,153.1,0.211,0.082,nn,nn00509777,2015-09-09T02:39:57.655Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T13:09:27.671Z,38.6479,-118.8005,7.2269,0.56,ml,9,133.71,0.193,0.1479,nn,nn00509776,2015-09-09T02:39:56.418Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T13:08:16.373Z,38.657,-118.7938,10.2916,0.24,ml,7,154.05,0.214,0.0931,nn,nn00509774,2015-09-09T02:39:55.164Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T12:55:05.490Z,-33.4033,-179.9504,62.87,4.6,mb,,180,4.386,1.13,us,us20003h8e,2015-09-08T20:57:33.855Z,"239km SSW of L'Esperance Rock, New Zealand",earthquake
2015-09-08T12:53:33.000Z,62.0861,-145.2166,10.2,2.2,ml,,,,0.77,ak,ak11695926,2015-09-08T21:05:29.438Z,"17km E of Glennallen, Alaska",earthquake
2015-09-08T12:53:31.000Z,64.8802,-148.595,18.9,1.7,ml,,,,1.2,ak,ak11695929,2015-09-08T13:21:24.410Z,"27km W of Ester, Alaska",earthquake
2015-09-08T12:51:48.220Z,33.2711667,-116.7756667,12.463,0.57,ml,34,46,0.03784,0.16,ci,ci37239327,2015-09-09T19:57:30.450Z,"4km NNW of Lake Henshaw, California",earthquake
2015-09-08T12:50:08.733Z,38.6572,-118.7944,12.1769,0.65,ml,8,154.08,0.215,0.1185,nn,nn00509772,2015-09-09T02:39:54.013Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T12:45:51.000Z,62.0368,-145.2303,16.9,1.5,ml,,,,0.79,ak,ak11695889,2015-09-08T13:03:42.897Z,"18km ESE of Glennallen, Alaska",earthquake
2015-09-08T12:42:13.000Z,61.2196,-149.6071,39.3,1.4,ml,,,,0.61,ak,ak11695886,2015-09-08T13:03:40.048Z,"15km E of Anchorage, Alaska",earthquake
2015-09-08T12:27:46.085Z,38.6484,-118.8075,6.5739,1.18,ml,14,96.33,0.194,0.1426,nn,nn00509654,2015-09-09T02:37:48.368Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T12:25:04.000Z,56.9306,-157.1066,0.1,3.1,ml,,,,0.93,ak,ak11695878,2015-09-08T20:27:48.922Z,"126km NE of Chignik Lake, Alaska",earthquake
2015-09-08T12:19:22.280Z,53.8257,-162.581,36.78,4.1,mb,,169,1.143,1.22,us,us20003h89,2015-09-08T20:22:39.583Z,"126km SSE of False Pass, Alaska",earthquake
2015-09-08T12:09:19.679Z,38.0183,-118.9582,13.6103,1.26,ml,6,195.18,0.363,0.1326,nn,nn00509649,2015-09-09T02:37:39.471Z,"35km SE of Bridgeport, California",earthquake
2015-09-08T11:51:59.770Z,-33.154,176.9838,16.51,4.4,mb,,153,4.529,0.83,us,us20003h84,2015-09-08T19:54:38.126Z,"North of New Zealand",earthquake
2015-09-08T11:46:22.000Z,57.049,-157.0266,3.5,2.2,ml,,,,0.43,ak,ak11695859,2015-09-08T12:22:10.521Z,"138km NE of Chignik Lake, Alaska",earthquake
2015-09-08T11:44:15.190Z,35.9891667,-117.8705,3.403,0.19,ml,14,58,0.02457,0.07,ci,ci37239319,2015-09-09T19:39:51.160Z,"7km NNE of Little Lake, California",earthquake
2015-09-08T11:41:52.000Z,57.0246,-157.0089,4.3,2.6,ml,,,,0.88,ak,ak11695823,2015-09-08T19:44:29.380Z,"137km NE of Chignik Lake, Alaska",earthquake
2015-09-08T11:40:09.110Z,36.2288333,-117.4026667,2.255,1.16,ml,18,81,0.1843,0.17,ci,ci37239311,2015-09-08T12:57:45.537Z,"48km SSW of Stovepipe Wells, California",earthquake
2015-09-08T11:37:25.220Z,-32.7681,-178.3489,10,4.9,mb,,73,3.53,0.81,us,us20003h80,2015-09-08T19:40:12.377Z,"156km SSE of L'Esperance Rock, New Zealand",earthquake
2015-09-08T11:34:40.000Z,57.07,-157.0103,10,4.6,ml,,,,0.85,ak,ak11695807,2015-09-08T19:37:25.169Z,"134km NE of Chignik Lake, Alaska",earthquake
2015-09-08T11:33:18.000Z,64.9867,-148.9898,15.7,0.9,ml,,,,0.67,ak,ak11695805,2015-09-08T12:02:08.142Z,"45km N of North Nenana, Alaska",earthquake
2015-09-08T11:22:40.430Z,34.6701,138.4483,35,4.5,mb,,62,0.218,0.88,us,us20003h7x,2015-09-09T12:28:32.852Z,"22km E of Sagara, Japan",earthquake
2015-09-08T11:19:25.120Z,46.3868333,-111.397,5.77,0.21,md,6,193,0.271,0.05,mb,mb80097059,2015-09-08T17:56:52.470Z,"12km NE of Townsend, Montana",earthquake
2015-09-08T11:07:39.000Z,63.5504,-150.8326,4.5,1.5,ml,,,,0.81,ak,ak11695803,2015-09-08T11:42:27.622Z,"95km WNW of Cantwell, Alaska",earthquake
2015-09-08T10:52:33.000Z,63.0996,-150.8857,124.1,1.8,ml,,,,0.28,ak,ak11695796,2015-09-08T11:22:51.535Z,"95km NNW of Talkeetna, Alaska",earthquake
2015-09-08T10:49:47.310Z,38.6571,-118.7906,9.89,0.77,ml,7,162.2,0.212,0.0847,nn,nn00509644,2015-09-09T02:37:38.406Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T10:48:52.953Z,38.6597,-118.7907,12.0294,0.88,ml,6,161.83,0.212,0.1078,nn,nn00509643,2015-09-09T02:37:37.299Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T10:43:53.000Z,60.8061,-147.714,49.9,1.2,ml,,,,0.75,ak,ak11695797,2015-09-08T11:03:44.447Z,"52km E of Whittier, Alaska",earthquake
2015-09-08T10:25:23.840Z,36.0001667,-120.5631667,2.51,0.53,md,18,87,0.02343,0.07,nc,nc72522056,2015-09-09T00:17:38.140Z,"23km SW of Coalinga, California",earthquake
2015-09-08T10:22:20.320Z,46.5096667,-122.4915,18.409,0.55,md,10,177,0.0703,0.14,uw,uw61076276,2015-09-11T17:49:55.580Z,"17km WSW of Morton, Washington",earthquake
2015-09-08T10:19:59.978Z,38.4505,-118.3957,3.1499,0.23,ml,4,203.76,0.049,0.0745,nn,nn00509725,2015-09-09T02:38:37.329Z,"21km ESE of Hawthorne, Nevada",earthquake
2015-09-08T10:19:56.060Z,38.0266667,-118.9786667,3.34,1.29,md,12,326,0.2666,0.07,nc,nc72522051,2015-09-09T02:38:36.438Z,"32km SE of Bridgeport, California",earthquake
2015-09-08T10:17:42.170Z,-32.9786,-178.581,22.06,4.8,mb,,170,3.763,0.69,us,us20003h7v,2015-09-08T18:20:12.053Z,"174km S of L'Esperance Rock, New Zealand",earthquake
2015-09-08T10:16:05.376Z,41.8523,-119.62,4.5129,1.3,ml,4,224.77,0.165,0.1763,nn,nn00509650,2015-09-09T02:37:40.485Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-08T10:10:38.000Z,63.3028,-151.4583,0.1,1.2,ml,,,,0.61,ak,ak11695791,2015-09-08T10:40:11.301Z,"125km W of Cantwell, Alaska",earthquake
2015-09-08T09:59:41.000Z,60.1533,-150.8015,38.4,1.3,ml,,,,0.22,ak,ak11695760,2015-09-08T10:22:44.708Z,"36km SE of Cohoe, Alaska",earthquake
2015-09-08T09:56:53.000Z,59.9761,-152.7047,99.8,2.1,ml,,,,0.54,ak,ak11695754,2015-09-08T10:22:47.138Z,"53km WNW of Anchor Point, Alaska",earthquake
2015-09-08T09:55:44.000Z,60.0788,-141.5612,0,1.5,ml,,,,0.75,ak,ak11695753,2015-09-08T10:22:46.474Z,"48km E of Cape Yakataga, Alaska",earthquake
2015-09-08T09:47:06.200Z,33.112,-116.9046667,14.933,0.77,ml,15,61,0.117,0.15,ci,ci37239295,2015-09-08T12:58:18.656Z,"5km ENE of San Pasqual, California",earthquake
2015-09-08T09:36:09.890Z,37.5241667,-118.8326667,7.39,0.22,md,9,141,0.06581,0.01,nc,nc72522046,2015-09-08T21:54:38.930Z,"18km SE of Mammoth Lakes, California",earthquake
2015-09-08T09:30:09.913Z,38.6536,-118.7896,9.8885,-0.03,ml,6,162.56,0.211,0.1029,nn,nn00509715,2015-09-11T23:19:25.622Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T09:15:00.120Z,36.0066667,-117.9171667,4.127,-0.3,ml,13,89,0.02173,0.09,ci,ci37239287,2015-09-09T20:09:17.744Z,"5km SSE of Coso Junction, California",earthquake
2015-09-08T09:09:48.150Z,44.3783333,-115.6908333,12.65,1.81,ml,6,107,0.743,0.07,mb,mb80096999,2015-09-08T14:11:10.860Z,"31km ESE of Cascade, Idaho",earthquake
2015-09-08T09:02:44.990Z,32.91,-116.3051667,8.807,1.06,ml,17,87,0.04488,0.2,ci,ci37239279,2015-09-08T12:58:21.642Z,"23km ENE of Pine Valley, California",earthquake
2015-09-08T08:45:56.930Z,38.786335,-122.7275009,2.78,0.42,md,8,96,0.007845,0.01,nc,nc72522041,2015-09-08T08:47:32.650Z,"2km ENE of The Geysers, California",earthquake
2015-09-08T08:42:52.000Z,63.1788,-151.3277,0.3,1.6,ml,,,,0.58,ak,ak11695729,2015-09-08T09:07:35.225Z,"113km NNW of Talkeetna, Alaska",earthquake
2015-09-08T08:36:54.660Z,19.801,-155.393,16.877,1.51,md,12,167,0.09938,0.12,hv,hv61032721,2015-09-10T20:53:46.002Z,"30km W of Pepeekeo, Hawaii",earthquake
2015-09-08T08:32:56.100Z,38.8083344,-122.8271637,2.86,1.37,md,19,103,0.001662,0.03,nc,nc72522036,2015-09-08T08:34:32.520Z,"7km WNW of The Geysers, California",earthquake
2015-09-08T08:30:39.400Z,14.7932,-93.8701,43.26,4.6,mb,,152,2.232,0.87,us,us20003h7k,2015-09-08T16:34:35.087Z,"121km SW of Pijijiapan, Mexico",earthquake
2015-09-08T08:24:05.577Z,41.9638,-120.1696,9.7263,1.42,ml,6,127.53,0.117,0.1335,nn,nn00509638,2015-09-09T02:37:36.192Z,"28km SSE of Lakeview, Oregon",earthquake
2015-09-08T08:19:53.290Z,-33.1351,-178.2175,11.03,5.5,mb,,64,3.885,0.83,us,us20003h7j,2015-09-12T05:59:37.000Z,"199km SSE of L'Esperance Rock, New Zealand",earthquake
2015-09-08T08:13:42.940Z,41.9868333,-120.1623333,8.63,3.52,ml,10,98,0.1346,0.09,nc,nc72522031,2015-09-11T22:49:50.681Z,"28km SSE of Lakeview, Oregon",earthquake
2015-09-08T08:11:40.523Z,37.3134,-117.0729,5.8035,0.67,ml,11,191.85,0.327,0.1439,nn,nn00510202,2015-09-11T22:38:19.883Z,"46km SSE of Goldfield, Nevada",earthquake
2015-09-08T08:09:28.500Z,47.8841667,-114.8741667,5,-0.67,md,4,267,0.067,0.08,mb,mb80097084,2015-09-08T20:00:49.990Z,"47km NE of Thompson Falls, Montana",earthquake
2015-09-08T08:03:54.720Z,14.6666,-93.8833,4.05,5.7,mwb,,68,2.123,0.93,us,us20003h7g,2015-09-08T16:56:53.000Z,"134km SSW of Pijijiapan, Mexico",earthquake
2015-09-08T08:03:44.868Z,38.4636,-118.3781,0.4196,0.32,ml,5,134.35,0.043,0.1015,nn,nn00509628,2015-09-09T02:37:29.432Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-08T08:00:18.180Z,38.8276672,-122.7929993,2.08,0.56,md,4,148,0.014,0.01,nc,nc72522016,2015-09-08T08:01:52.350Z,"6km W of Cobb, California",earthquake
2015-09-08T07:46:21.000Z,59.4656,-152.7641,77.6,1.6,ml,,,,0.3,ak,ak11695692,2015-09-08T08:09:36.928Z,"63km WSW of Anchor Point, Alaska",earthquake
2015-09-08T07:42:58.727Z,38.6606,-118.7858,9.5804,1.3,ml,7,142.43,0.209,0.0727,nn,nn00509627,2015-09-09T02:37:28.498Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T07:31:08.310Z,33.66,-116.7286667,12.4,0.65,ml,25,78,0.05245,0.13,ci,ci37239263,2015-09-08T12:58:59.010Z,"9km S of Idyllwild, California",earthquake
2015-09-08T07:25:56.000Z,61.9485,-150.9416,70.6,1.7,ml,,,,0.67,ak,ak11695684,2015-09-08T07:51:24.786Z,"52km WNW of Willow, Alaska",earthquake
2015-09-08T07:25:45.090Z,37.6431667,-119.0326667,2.75,0.71,md,11,58,0.002812,0.04,nc,nc72522011,2015-09-08T15:57:00.310Z,"5km W of Mammoth Lakes, California",earthquake
2015-09-08T07:24:21.796Z,38.6579,-118.794,9.7261,0.95,ml,10,136.85,0.214,0.1017,nn,nn00510187,2015-09-11T22:10:14.096Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T07:21:52.383Z,38.648,-118.8059,6.075,1.67,ml,16,76.4,0.193,0.1052,nn,nn00509626,2015-09-09T02:37:27.381Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T07:16:21.000Z,64.6488,-148.3121,18.7,0.5,ml,,,,0.69,ak,ak11695682,2015-09-08T07:51:23.468Z,"26km SSW of Ester, Alaska",earthquake
2015-09-08T07:14:28.130Z,36.1088333,-117.9223333,5.774,0.03,ml,13,88,0.05537,0.21,ci,ci37239255,2015-09-09T20:03:10.959Z,"8km NNE of Coso Junction, California",earthquake
2015-09-08T07:11:22.260Z,37.5743333,-119.0086667,5.24,0.69,md,18,86,0.03873,0.04,nc,nc72522006,2015-09-09T02:37:25.432Z,"11km SSW of Mammoth Lakes, California",earthquake
2015-09-08T07:11:07.762Z,38.6616,-118.7969,10.8317,0.81,ml,8,153.84,0.217,0.0511,nn,nn00510102,2015-09-11T19:26:32.456Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T07:03:21.840Z,19.5698333,-155.9311667,29.827,1.88,md,22,215,0.04212,0.11,hv,hv61032676,2015-09-10T02:27:38.870Z,"2km N of Honalo, Hawaii",earthquake
2015-09-08T06:58:34.891Z,38.6502,-118.7924,13.4206,1.04,ml,8,154.71,0.212,0.0851,nn,nn00510099,2015-09-11T03:54:45.436Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:56:48.711Z,38.6573,-118.7881,10.6853,0.59,ml,8,153.33,0.21,0.0854,nn,nn00510098,2015-09-11T03:51:41.220Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:54:10.993Z,38.6497,-118.8027,8.695,2.03,ml,15,56.77,0.195,0.1532,nn,nn00509623,2015-09-09T02:39:37.570Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:52:37.234Z,38.6572,-118.7886,10.5861,0.54,ml,8,153.41,0.21,0.086,nn,nn00510097,2015-09-11T03:48:37.062Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:48:33.200Z,-33.0386,-178.545,10,5.6,mb,,46,3.818,1.41,us,us20003h78,2015-09-08T16:56:51.000Z,"181km S of L'Esperance Rock, New Zealand",earthquake
2015-09-08T06:47:33.943Z,38.6547,-118.7932,10.8634,0.64,ml,8,154.25,0.213,0.0659,nn,nn00510010,2015-09-10T20:52:34.168Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:45:20.417Z,38.66,-118.7913,9.8075,1.02,ml,9,153.39,0.213,0.1227,nn,nn00510008,2015-09-10T20:52:31.634Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:45:12.430Z,44.7835,-111.4798333,13.17,0.28,ml,9,89,0.059,0.06,mb,mb80097119,2015-09-08T21:00:56.820Z,"32km WNW of West Yellowstone, Montana",earthquake
2015-09-08T06:44:42.000Z,59.7742,-152.86,9.6,0.8,ml,,,,0.41,ak,ak11695675,2015-09-08T20:45:33.849Z,"57km W of Anchor Point, Alaska",earthquake
2015-09-08T06:43:42.597Z,38.6603,-118.7971,8.016,0.53,ml,5,162.7,0.217,0.1288,nn,nn00510002,2015-09-10T20:52:17.209Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:36:12.000Z,62.082,-149.529,44.6,1,ml,,,,0.43,ak,ak11695674,2015-09-08T20:45:32.301Z,"18km ESE of Y, Alaska",earthquake
2015-09-08T06:35:12.380Z,19.4104996,-155.2754974,0.53,2.31,md,16,54,0.005342,0.19,hv,hv61032586,2015-09-08T06:38:06.190Z,"4km WSW of Volcano, Hawaii",earthquake
2015-09-08T06:33:29.765Z,38.6602,-118.7966,10.7429,0.78,ml,7,162.63,0.217,0.1068,nn,nn00510000,2015-09-10T20:52:06.935Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:25:43.859Z,38.6554,-118.7931,11.6249,0.43,ml,7,162.81,0.213,0.062,nn,nn00509999,2015-09-10T20:52:06.258Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:10:19.770Z,37.4283333,-118.8661667,10.58,1.06,md,18,137,0.1557,0.03,nc,nc72521991,2015-09-09T02:38:59.345Z,"27km SSE of Mammoth Lakes, California",earthquake
2015-09-08T06:04:31.405Z,36.7787,-115.9345,0,-0.05,ml,12,196.9,0.065,0.1401,nn,nn00509842,2015-09-09T18:28:25.290Z,"63km N of Pahrump, Nevada",earthquake
2015-09-08T06:02:40.630Z,38.6563,-118.7968,9.0101,1.08,ml,10,137.3,0.216,0.1016,nn,nn00509620,2015-09-09T02:37:22.324Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T06:00:59.930Z,33.6413333,-116.7161667,17.467,0.56,ml,28,55,0.04477,0.16,ci,ci37239247,2015-09-09T19:11:26.124Z,"10km NNW of Anza, California",earthquake
2015-09-08T05:55:10.842Z,38.6625,-118.7949,10.5202,0.98,ml,6,153.5,0.216,0.1118,nn,nn00509839,2015-09-09T17:40:57.010Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:53:23.883Z,38.7567,-118.6586,14.1265,0.48,ml,4,249.35,0.167,0.2311,nn,nn00509836,2015-09-09T17:28:12.413Z,"25km N of Hawthorne, Nevada",earthquake
2015-09-08T05:53:15.206Z,38.6557,-118.7702,12.6051,0.85,ml,5,260.06,0.196,0.063,nn,nn00509835,2015-09-09T17:28:11.697Z,"19km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:46:15.080Z,38.6573,-118.7904,11.1584,0.98,ml,9,153.61,0.212,0.1029,nn,nn00509619,2015-09-10T20:52:03.070Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:45:13.353Z,38.6597,-118.7872,12.1421,0.85,ml,6,152.95,0.209,0.0669,nn,nn00509833,2015-09-09T17:09:30.200Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:35:14.947Z,38.6384,-118.8076,0,0.45,ml,5,167.51,0.223,0.1423,nn,nn00509769,2015-09-09T02:39:52.865Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:34:59.560Z,36.6631667,-121.2868333,3.31,0.97,md,23,59,0.01135,0.06,nc,nc72521986,2015-09-08T23:44:01.510Z,"18km SSE of Ridgemark, California",earthquake
2015-09-08T05:33:12.966Z,38.6554,-118.8046,5.9763,1.7,ml,18,77.05,0.201,0.1411,nn,nn00509618,2015-09-09T02:37:19.778Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:29:26.212Z,38.6473,-118.8123,5.3525,1.49,ml,15,96.64,0.194,0.1508,nn,nn00509617,2015-09-09T02:37:17.803Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:20:52.706Z,38.6587,-118.7959,8.9981,0.89,ml,6,154.08,0.216,0.0813,nn,nn00509768,2015-09-09T02:39:51.767Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:18:22.333Z,38.6504,-118.7931,10.6125,0.59,ml,8,154.78,0.213,0.0804,nn,nn00509767,2015-09-09T02:39:50.714Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:15:47.788Z,38.6611,-118.7721,14.0223,0.36,ml,4,158.89,0.198,0.0281,nn,nn00509764,2015-09-09T02:39:49.485Z,"19km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:06:29.624Z,38.6535,-118.805,7.3939,0.29,ml,7,155.79,0.222,0.1193,nn,nn00509827,2015-09-09T16:20:00.915Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-08T05:05:20.970Z,37.4611667,-118.327,5.74,0.85,md,11,163,0.08713,0.06,nc,nc72521971,2015-09-12T01:46:21.390Z,"11km NE of Dixon Lane-Meadow Creek, California",earthquake
2015-09-08T05:02:46.510Z,37.4605,-118.3288333,7.66,2.05,md,35,161,0.08552,0.08,nc,nc72521966,2015-09-09T02:37:15.273Z,"11km NE of Dixon Lane-Meadow Creek, California",earthquake
2015-09-08T04:56:11.600Z,18.6702,-67.487,7,3,Md,10,313.2,0.40873345,0.2,pr,pr15251002,2015-09-08T05:55:12.535Z,"44km NW of Aguadilla, Puerto Rico",earthquake
2015-09-08T04:53:50.000Z,51.5983,176.2507,23.8,3.2,ml,,,,0.58,ak,ak11695663,2015-09-08T20:46:54.006Z,"87km SSE of Buldir Island, Alaska",earthquake
2015-09-08T04:48:56.915Z,38.6534,-118.7954,13.7366,0.95,ml,10,135.65,0.215,0.1004,nn,nn00509613,2015-09-09T02:37:11.991Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-08T04:46:52.390Z,36.4686667,-121.011,4.4,0.99,md,11,147,0.04437,0.06,nc,nc72521961,2015-09-10T20:39:40.353Z,"26km NE of Greenfield, California",earthquake
2015-09-08T04:46:21.000Z,60.6358,-141.6997,22.5,0.7,ml,,,,0.43,ak,ak11695655,2015-09-08T05:18:59.713Z,"75km NNE of Cape Yakataga, Alaska",earthquake
